gene	mean	median	longest_isoform	merged
ENSG00000179031.8	778	778	778	778
ENSG00000182489.9	2552	2552	2856	3372
ENSG00000182574.8	946	946	946	946
ENSG00000174225.15	1130	1130	1130	1130
ENSG00000188917.15	3163	3092	3547	3589
ENSG00000225839.2	205	205	205	205
ENSG00000126950.8	2039	2039	2039	2039
ENSG00000102384.14	3493	3262	5584	6519
ENSG00000231643.4	295	295	295	295
ENSG00000102385.13	6996	6935	7282	7339
ENSG00000102387.16	2209	2180	2341	2712
ENSG00000202024.1	107	107	107	107
ENSG00000270813.2	565	565	565	565
ENSG00000183911.7	462	462	462	462
ENSG00000126953.8	2080	2080	2951	2951
ENSG00000010671.18	2568	2575	2767	3240
ENSG00000241343.10	728	761	910	1252
ENSG00000257529.5	567	567	572	695
ENSG00000102393.14	1235	1254	1424	1531
ENSG00000126945.9	2296	2296	2296	2296
ENSG00000196440.12	7729	7729	7729	7729
ENSG00000234557.2	397	397	397	397
ENSG00000237682.2	1792	1792	1792	1792
ENSG00000126947.13	2125	2125	2125	2125
ENSG00000204072.4	562	562	562	562
ENSG00000290908.1	655	655	655	655
ENSG00000198960.11	1842	1840	1928	1929
ENSG00000102401.20	3465	3348	3730	3800
ENSG00000228275.1	490	490	490	490
ENSG00000261101.2	656	656	656	656
ENSG00000207291.1	107	107	107	107
ENSG00000286000.1	2772	2772	2772	2772
ENSG00000184867.14	2748	2762	2819	2943
ENSG00000223753.2	670	670	670	670
ENSG00000212584.1	106	106	106	106
ENSG00000229090.2	1370	1370	1370	1370
ENSG00000178146.9	1570	1570	1570	1570
ENSG00000290798.1	2062	2062	2062	2062
ENSG00000126952.19	1658	1658	1658	1658
ENSG00000166432.16	3217	3185	3327	3450
ENSG00000235196.3	544	544	544	544
ENSG00000252810.1	107	107	107	107
ENSG00000235976.2	392	392	392	392
ENSG00000226119.1	412	412	412	412
ENSG00000234901.1	523	523	523	523
ENSG00000184905.9	1095	1095	1110	1110
ENSG00000204071.11	1042	1042	1104	1373
ENSG00000286794.2	497	497	497	497
ENSG00000184515.11	818	818	860	979
ENSG00000251525.7	1254	1254	1254	1254
ENSG00000290743.1	296	296	296	296
ENSG00000268235.9	1758	1758	1758	1758
ENSG00000269405.7	2239	2239	2336	2340
ENSG00000273746.1	1203	1203	1203	1203
ENSG00000269437.8	2272	2272	2401	2405
ENSG00000284800.2	2884	2884	2884	2884
ENSG00000231590.2	1416	1416	1416	1416
ENSG00000215029.12	1758	1758	1758	1758
ENSG00000158164.7	634	634	634	634
ENSG00000176318.8	1480	1480	1480	1480
ENSG00000290811.1	3617	3617	3617	3617
ENSG00000196970.9	1465	1465	1465	1465
ENSG00000125962.16	3239	2835	4640	4911
ENSG00000271147.8	995	722	1899	4244
ENSG00000270050.3	598	598	810	1140
ENSG00000227211.2	348	348	348	348
ENSG00000198932.13	6003	5901	6458	6467
ENSG00000286327.1	3341	3341	3341	3341
ENSG00000252294.1	107	107	107	107
ENSG00000230320.1	457	457	457	457
ENSG00000158301.20	3561	3576	3666	3706
ENSG00000286237.1	5582	5582	5582	5582
ENSG00000198908.12	4445	4031	5155	5480
ENSG00000223546.9	2971	3286	3695	8268
ENSG00000232282.1	938	938	938	938
ENSG00000229954.1	945	945	945	945
ENSG00000237300.2	500	500	500	500
ENSG00000237628.2	598	598	598	598
ENSG00000228316.1	659	659	659	659
ENSG00000224471.2	321	321	321	321
ENSG00000226056.1	1237	1237	1237	1237
ENSG00000234886.1	1752	1752	1752	1752
ENSG00000227649.1	483	483	483	483
ENSG00000229794.2	1084	1084	1084	1084
ENSG00000239407.5	1133	1133	1133	1133
ENSG00000102128.8	1029	1029	1029	1029
ENSG00000234050.1	628	628	628	628
ENSG00000286846.1	3714	3714	3714	3714
ENSG00000224632.1	612	612	612	612
ENSG00000133169.6	795	795	795	795
ENSG00000147206.17	1956	1956	1956	1956
ENSG00000226241.2	2080	2080	2080	2080
ENSG00000233071.3	890	890	890	890
ENSG00000102409.10	1189	1189	1312	1312
ENSG00000180964.17	1152	1152	1174	1204
ENSG00000224692.1	841	841	841	841
ENSG00000204065.3	1046	1046	1046	1046
ENSG00000133134.12	862	843	1077	1137
ENSG00000182916.8	993	993	1134	1144
ENSG00000238049.2	268	268	268	268
ENSG00000185222.10	1221	1028	1938	1974
ENSG00000166681.14	820	807	913	1112
ENSG00000281091.3	2720	2720	2720	2720
ENSG00000234405.2	951	951	1271	1812
ENSG00000172476.4	2547	2547	3126	4018
ENSG00000287619.1	1833	1833	1833	1833
ENSG00000133142.19	1241	1199	1571	2215
ENSG00000279894.1	2297	2297	2297	2297
ENSG00000196507.11	1133	1124	1221	1391
ENSG00000224031.1	361	361	361	361
ENSG00000172465.14	1028	1164	1200	1290
ENSG00000180284.5	372	372	372	372
ENSG00000123562.18	1871	1848	1965	2157
ENSG00000231154.1	2086	2086	2086	2086
ENSG00000188828.13	3331	1812	6809	7117
ENSG00000288597.1	2015	1746	4248	10758
ENSG00000179363.7	732	732	732	732
ENSG00000123560.14	3013	3011	3132	3148
ENSG00000123570.4	3772	3772	3772	3772
ENSG00000231728.5	1290	1135	2029	4275
ENSG00000222419.1	115	115	115	115
ENSG00000231787.4	433	433	433	433
ENSG00000276298.1	324	324	324	324
ENSG00000234345.2	1048	1048	1048	1048
ENSG00000158427.15	1151	663	2186	3627
ENSG00000230312.2	919	919	919	919
ENSG00000227067.3	469	469	469	469
ENSG00000291310.1	465	465	465	465
ENSG00000123569.10	915	915	915	915
ENSG00000101812.15	1372	1372	1875	1875
ENSG00000235946.2	465	465	465	465
ENSG00000269226.8	1469	1469	2286	2766
ENSG00000269743.3	6207	6207	6207	6207
ENSG00000166707.12	2923	2923	2940	3145
ENSG00000123575.9	7624	7624	7624	7624
ENSG00000123576.5	1495	1495	1495	1495
ENSG00000189108.13	3101	3101	3101	3101
ENSG00000232665.2	784	784	784	784
ENSG00000223733.1	526	526	526	526
ENSG00000268629.8	1382	1382	1397	1397
ENSG00000181819.14	1013	1013	1013	1013
ENSG00000206864.1	107	107	107	107
ENSG00000123572.17	3553	1687	8066	8514
ENSG00000123561.15	2501	2501	2642	2679
ENSG00000230788.2	1253	1253	1253	1253
ENSG00000157502.13	4146	4173	4308	4343
ENSG00000256709.2	291	291	291	291
ENSG00000202407.1	102	102	102	102
ENSG00000224816.1	899	899	899	899
ENSG00000227657.1	631	631	631	631
ENSG00000277673.1	141	141	141	141
ENSG00000147231.14	3729	3729	3852	3900
ENSG00000263515.1	83	83	83	83
ENSG00000133135.14	2728	2728	2803	3374
ENSG00000133138.20	3988	3818	5729	9062
ENSG00000133131.15	3369	3369	3798	3798
ENSG00000147223.6	991	991	1196	1196
ENSG00000165376.12	2583	2919	2961	3412
ENSG00000231144.1	573	573	573	573
ENSG00000089682.17	3748	2579	7005	7005
ENSG00000198088.10	1755	1755	1755	1755
ENSG00000213569.4	611	611	611	611
ENSG00000199832.1	107	107	107	107
ENSG00000080572.14	1416	1580	1677	1956
ENSG00000204053.6	1075	1075	1075	1075
ENSG00000215007.3	1194	1194	1194	1194
ENSG00000214720.4	832	832	832	832
ENSG00000147234.11	7296	7304	7573	7764
ENSG00000227610.1	457	457	457	457
ENSG00000147224.13	1085	1031	2070	2479
ENSG00000289923.1	399	399	399	399
ENSG00000157514.18	1670	1812	2269	3861
ENSG00000170935.8	1880	1880	1953	2079
ENSG00000080561.14	4792	4792	7333	7333
ENSG00000236064.3	1761	1997	2293	2814
ENSG00000207363.1	102	102	102	102
ENSG00000225728.2	380	380	380	380
ENSG00000277883.1	1785	1785	1785	1785
ENSG00000170925.3	1248	1248	1248	1248
ENSG00000101842.14	3134	3134	3236	3236
ENSG00000101843.19	921	779	1470	1470
ENSG00000101844.18	2167	2167	2205	2315
ENSG00000197565.17	6632	6627	6750	6866
ENSG00000189372.4	477	477	477	477
ENSG00000188153.14	5526	6427	6531	7843
ENSG00000207146.1	107	107	107	107
ENSG00000133124.12	11512	11512	16461	16618
ENSG00000237863.3	1608	1608	1608	1608
ENSG00000201443.1	106	106	106	106
ENSG00000275110.1	49	49	49	49
ENSG00000215000.4	885	885	885	885
ENSG00000101890.5	3728	3728	3728	3728
ENSG00000101888.12	1829	1843	2692	3104
ENSG00000233874.2	1812	1812	1812	1812
ENSG00000176076.7	1473	1473	1473	1473
ENSG00000068366.21	4952	4976	5182	5475
ENSG00000237319.1	230	230	230	230
ENSG00000289365.1	1386	1386	1386	1386
ENSG00000289870.1	808	808	808	808
ENSG00000252069.1	107	107	107	107
ENSG00000225381.2	608	608	608	608
ENSG00000157600.12	5391	5509	5570	5727
ENSG00000208013.3	98	98	98	98
ENSG00000265584.1	101	101	101	101
ENSG00000101935.13	4301	4365	5424	5914
ENSG00000208883.1	79	79	79	79
ENSG00000224142.1	561	561	561	561
ENSG00000133136.6	898	898	1276	1276
ENSG00000243978.9	5355	5416	5426	5497
ENSG00000287685.1	601	601	601	601
ENSG00000225366.6	2126	2126	2126	2126
ENSG00000228042.2	832	832	832	832
ENSG00000101938.15	2665	2413	3860	3920
ENSG00000077264.17	3916	2550	9234	9685
ENSG00000226112.1	183	183	183	183
ENSG00000234349.1	1173	1173	1173	1173
ENSG00000077274.9	3532	3532	3532	3532
ENSG00000077279.21	6075	7540	9406	9884
ENSG00000251954.1	99	99	99	99
ENSG00000223904.2	598	598	598	598
ENSG00000260802.2	4612	4612	4612	4612
ENSG00000229939.1	287	287	287	287
ENSG00000225031.1	1813	1813	1813	1813
ENSG00000236189.2	517	517	517	517
ENSG00000101901.13	2057	1731	4113	6834
ENSG00000201420.1	120	120	120	120
ENSG00000229487.1	195	195	195	195
ENSG00000072315.4	12143	12143	12143	12143
ENSG00000204025.8	2209	2779	2806	3029
ENSG00000271421.1	358	358	358	358
ENSG00000187823.4	3264	3384	3451	4145
ENSG00000271464.1	466	466	466	466
ENSG00000271400.1	829	829	829	829
ENSG00000182508.14	1559	1559	1559	1559
ENSG00000200436.1	112	112	112	112
ENSG00000213652.3	606	606	606	606
ENSG00000126016.17	4920	4804	7613	8518
ENSG00000283775.1	71	71	71	71
ENSG00000243011.3	289	289	289	289
ENSG00000286072.1	1108	1108	1108	1108
ENSG00000252930.1	99	99	99	99
ENSG00000286767.1	732	732	732	732
ENSG00000235329.2	207	207	207	207
ENSG00000220541.4	508	508	508	508
ENSG00000241743.4	116872	2292	347561	347964
ENSG00000270524.1	1078	1078	1078	1078
ENSG00000201674.2	214	214	214	214
ENSG00000207220.1	166	166	166	166
ENSG00000240327.3	293	293	293	293
ENSG00000212611.1	70	70	70	70
ENSG00000288595.2	943	943	1073	1440
ENSG00000230502.1	168	168	168	168
ENSG00000271686.1	820	820	820	820
ENSG00000226547.2	583	583	583	583
ENSG00000147246.10	4227	4652	4743	4842
ENSG00000224664.2	316	316	316	316
ENSG00000289287.1	1603	1603	1603	1603
ENSG00000208839.1	128	128	128	128
ENSG00000212100.2	85	85	85	85
ENSG00000222321.1	80	80	80	80
ENSG00000276158.2	69	69	69	69
ENSG00000221710.1	112	112	112	112
ENSG00000222715.1	80	80	80	80
ENSG00000224773.2	1948	1948	1948	1948
ENSG00000199001.1	111	111	111	111
ENSG00000270413.1	216	216	216	216
ENSG00000123496.8	1418	1418	1498	1498
ENSG00000222122.1	107	107	107	107
ENSG00000238223.1	859	859	859	859
ENSG00000236080.2	610	610	610	610
ENSG00000130224.15	4910	4910	4953	4953
ENSG00000271907.1	129	129	129	129
ENSG00000212241.1	94	94	94	94
ENSG00000175718.10	3459	3459	3459	3459
ENSG00000235656.1	318	318	318	318
ENSG00000102021.11	1746	1746	1746	1746
ENSG00000274374.1	1165	1165	1165	1165
ENSG00000271021.1	462	462	462	462
ENSG00000271826.5	1142	1142	1763	2075
ENSG00000252441.1	81	81	81	81
ENSG00000102024.19	2204	2657	3288	3515
ENSG00000270431.1	310	310	310	310
ENSG00000227881.1	1239	1239	1239	1239
ENSG00000235244.6	1329	1194	2079	4904
ENSG00000234785.1	1310	1310	1310	1310
ENSG00000228532.4	288	288	288	288
ENSG00000229335.2	3499	3499	3499	3499
ENSG00000266828.2	308	308	308	308
ENSG00000231371.1	936	936	936	936
ENSG00000234558.1	1510	1510	1510	1510
ENSG00000180772.8	2029	2029	2862	2862
ENSG00000207033.1	106	106	106	106
ENSG00000268104.3	4536	4536	4536	4536
ENSG00000204019.5	517	517	517	517
ENSG00000236077.2	957	957	957	957
ENSG00000237860.1	301	301	301	301
ENSG00000230159.1	512	512	512	512
ENSG00000224217.1	348	348	348	348
ENSG00000206752.1	107	107	107	107
ENSG00000213526.3	628	628	628	628
ENSG00000238066.1	269	269	269	269
ENSG00000224314.1	540	540	540	540
ENSG00000279587.1	1052	1052	1052	1052
ENSG00000003096.15	3209	3245	3972	4561
ENSG00000200291.1	102	102	102	102
ENSG00000237458.1	271	271	271	271
ENSG00000234524.1	499	499	499	499
ENSG00000270619.1	190	190	190	190
ENSG00000131725.14	4006	4029	4114	4147
ENSG00000221463.3	78	78	78	78
ENSG00000147251.16	6691	6691	6719	6747
ENSG00000206862.1	111	111	111	111
ENSG00000230399.1	1844	1844	1844	1844
ENSG00000131724.11	3093	3996	4189	4545
ENSG00000239182.1	128	128	128	128
ENSG00000250995.1	1062	1062	1062	1062
ENSG00000174460.4	2197	2197	2197	2197
ENSG00000203650.9	2349	2303	2842	4647
ENSG00000224341.1	959	959	959	959
ENSG00000231270.1	905	905	905	905
ENSG00000175556.17	2998	2989	3108	3882
ENSG00000277535.4	1772	1772	1772	1772
ENSG00000250423.3	7608	7608	7824	7910
ENSG00000227864.1	388	388	388	388
ENSG00000230170.1	961	961	961	961
ENSG00000270625.1	682	682	682	682
ENSG00000101856.10	1820	1820	1879	1919
ENSG00000214992.6	2719	2719	2719	2719
ENSG00000230392.1	2907	2907	2907	2907
ENSG00000226661.1	635	635	635	635
ENSG00000227814.3	393	393	393	393
ENSG00000077713.19	2507	2507	2507	2507
ENSG00000237903.1	433	433	433	433
ENSG00000207175.1	164	164	164	164
ENSG00000266420.2	302	302	302	302
ENSG00000252147.1	101	101	101	101
ENSG00000224281.6	1956	1956	1956	1956
ENSG00000005022.6	1307	1307	1307	1307
ENSG00000077721.17	1613	1771	2423	3697
ENSG00000018610.15	1920	2301	2372	2408
ENSG00000186416.18	3173	3351	3817	3915
ENSG00000289864.1	634	634	634	634
ENSG00000125354.24	2940	2651	4652	5716
ENSG00000211578.3	111	111	111	111
ENSG00000279601.1	2492	2492	2492	2492
ENSG00000187808.5	1615	1615	1615	1615
ENSG00000198918.8	390	390	390	390
ENSG00000206622.1	132	132	132	132
ENSG00000286366.1	2006	2006	2006	2006
ENSG00000290162.1	149	149	149	149
ENSG00000290163.1	144	144	144	144
ENSG00000290164.1	138	138	138	138
ENSG00000290165.1	144	144	144	144
ENSG00000125351.14	2339	2339	2343	2378
ENSG00000125352.6	1259	1259	1259	1259
ENSG00000125356.7	421	421	421	421
ENSG00000186471.13	683	700	921	1043
ENSG00000101882.10	5942	5942	5942	5942
ENSG00000282933.4	1824	1824	2701	2701
ENSG00000291200.1	1544	1544	1544	1544
ENSG00000282850.3	399	399	399	399
ENSG00000234493.5	398	398	398	398
ENSG00000258545.7	2102	2102	2102	2102
ENSG00000203989.5	1257	1257	1257	1257
ENSG00000101883.6	1335	1335	1924	1961
ENSG00000131721.6	2848	2848	2848	2848
ENSG00000233382.10	1181	573	2435	2571
ENSG00000227541.1	688	688	688	688
ENSG00000237757.2	1315	1315	1315	1315
ENSG00000177485.7	5232	5232	5253	5313
ENSG00000125355.16	3198	3261	3394	3602
ENSG00000232042.1	400	400	400	400
ENSG00000101892.12	4419	4644	4757	4773
ENSG00000005893.17	3886	3461	6535	10628
ENSG00000251707.2	60	60	60	60
ENSG00000158290.19	5811	4981	24020	26152
ENSG00000232119.8	5353	5353	9577	10124
ENSG00000171155.8	1564	1564	1636	1808
ENSG00000278317.1	294	294	294	294
ENSG00000181511.5	303	303	303	303
ENSG00000237828.1	1197	1197	1197	1197
ENSG00000236446.4	1261	1261	1261	1261
ENSG00000271346.1	254	254	254	254
ENSG00000278646.1	291	291	291	291
ENSG00000226685.4	1165	1165	1165	1165
ENSG00000270678.1	252	252	252	252
ENSG00000226929.3	1294	1294	1294	1294
ENSG00000270493.1	254	254	254	254
ENSG00000224089.3	1298	1298	1298	1298
ENSG00000271154.1	253	253	253	253
ENSG00000226600.3	1298	1298	1298	1298
ENSG00000271041.1	253	253	253	253
ENSG00000230347.5	1298	1298	1298	1298
ENSG00000270397.1	252	252	252	252
ENSG00000228517.3	1294	1294	1294	1294
ENSG00000271502.1	253	253	253	253
ENSG00000226023.6	1298	1298	1298	1298
ENSG00000271211.1	253	253	253	253
ENSG00000237957.6	1298	1298	1298	1298
ENSG00000270736.1	252	252	252	252
ENSG00000230594.3	1298	1298	1298	1298
ENSG00000270771.1	252	252	252	252
ENSG00000236126.3	1298	1298	1298	1298
ENSG00000270646.1	252	252	252	252
ENSG00000242362.2	1298	1298	1298	1298
ENSG00000270456.1	251	251	251	251
ENSG00000236371.6	1260	1260	1260	1260
ENSG00000270251.1	252	252	252	252
ENSG00000233433.1	1600	1600	1600	1600
ENSG00000182890.5	2485	2485	2485	2485
ENSG00000287379.1	570	570	570	570
ENSG00000286163.1	1052	1052	1052	1052
ENSG00000234176.1	1833	1833	1833	1833
ENSG00000265456.1	82	82	82	82
ENSG00000213498.3	499	499	499	499
ENSG00000260585.1	4997	4997	4997	4997
ENSG00000237891.1	251	251	251	251
ENSG00000280142.1	609	609	609	609
ENSG00000287776.2	2043	1672	2787	3042
ENSG00000232496.2	1208	1208	1208	1208
ENSG00000212321.2	220	220	220	220
ENSG00000224236.3	1675	1675	1675	1675
ENSG00000125675.20	3004	3042	5148	5761
ENSG00000179101.5	400	400	400	400
ENSG00000229733.1	235	235	235	235
ENSG00000228466.1	1325	1325	1325	1325
ENSG00000125676.20	4548	4691	5600	7614
ENSG00000232149.1	793	793	793	793
ENSG00000230376.1	386	386	386	386
ENSG00000252178.1	62	62	62	62
ENSG00000226902.1	443	443	443	443
ENSG00000264933.2	257	257	257	257
ENSG00000199705.1	102	102	102	102
ENSG00000101966.14	6959	8558	8584	8902
ENSG00000237331.1	482	482	482	482
ENSG00000252627.1	107	107	107	107
ENSG00000237025.1	707	707	707	707
ENSG00000232412.1	326	326	326	326
ENSG00000101972.20	5640	5991	6179	8457
ENSG00000237426.1	1459	1459	1459	1459
ENSG00000252693.1	107	107	107	107
ENSG00000234564.1	1007	1007	1007	1007
ENSG00000183918.18	1779	2059	3840	3844
ENSG00000282419.3	4204	4204	4204	4204
ENSG00000232054.1	893	893	893	893
ENSG00000226532.1	84	84	84	84
ENSG00000009694.14	13211	13211	13547	13547
ENSG00000236880.1	335	335	335	335
ENSG00000232599.1	534	534	534	534
ENSG00000282815.2	4947	4765	5344	5346
ENSG00000213489.3	1125	1125	1125	1125
ENSG00000280223.1	1673	1673	1673	1673
ENSG00000237208.1	639	639	639	639
ENSG00000198354.7	2791	2791	2791	2791
ENSG00000230916.2	699	699	699	699
ENSG00000231501.1	157	157	157	157
ENSG00000232177.1	397	397	397	397
ENSG00000274901.2	289	289	289	289
ENSG00000198889.5	3345	3345	3345	3345
ENSG00000226414.1	1123	1123	1123	1123
ENSG00000183631.5	1263	1263	1263	1263
ENSG00000230538.1	2135	2135	2135	2135
ENSG00000280275.1	2012	2012	2012	2012
ENSG00000274631.1	121	121	121	121
ENSG00000260683.1	1900	1900	1900	1900
ENSG00000235274.1	1167	1167	1167	1167
ENSG00000224548.1	314	314	314	314
ENSG00000225689.2	2701	1964	4779	7167
ENSG00000123165.9	1442	1442	1442	1442
ENSG00000236042.2	498	498	498	498
ENSG00000235334.1	716	716	716	716
ENSG00000235239.1	1123	1123	1123	1123
ENSG00000235735.1	768	768	768	768
ENSG00000226802.1	857	857	857	857
ENSG00000218728.3	1285	1285	1285	1285
ENSG00000223995.2	394	394	394	394
ENSG00000234592.1	1648	1648	1648	1648
ENSG00000226339.1	240	240	240	240
ENSG00000201518.1	118	118	118	118
ENSG00000102038.16	4012	3989	4099	4099
ENSG00000252170.2	72	72	72	72
ENSG00000122126.18	5155	5155	5173	5178
ENSG00000171388.12	3224	3224	3224	3224
ENSG00000287024.1	351	351	351	351
ENSG00000122121.12	3311	3311	3311	3311
ENSG00000122122.10	2661	2661	2661	2661
ENSG00000240143.1	326	326	326	326
ENSG00000275070.1	293	293	293	293
ENSG00000188706.13	3522	3522	4571	4705
ENSG00000235189.2	961	961	1396	1784
ENSG00000238040.1	2910	2910	2910	2910
ENSG00000156697.13	2455	2455	2507	2559
ENSG00000085185.16	7162	7162	7465	7490
ENSG00000102034.18	4642	4642	5140	5237
ENSG00000156709.15	2216	2123	4157	5190
ENSG00000286650.2	972	972	972	972
ENSG00000134594.5	945	945	945	945
ENSG00000056277.16	4638	4638	4638	4638
ENSG00000202304.1	107	107	107	107
ENSG00000225046.2	213	213	213	213
ENSG00000102078.16	1399	1509	1734	1798
ENSG00000147262.5	2829	2829	4342	4433
ENSG00000134597.17	1310	1310	1823	2420
ENSG00000274775.3	18351	18351	18351	18351
ENSG00000290740.1	1646	1646	1646	1646
ENSG00000221930.6	1349	1349	1624	1624
ENSG00000287160.1	3205	3205	3205	3205
ENSG00000271677.1	398	398	398	398
ENSG00000165675.19	4348	3963	5215	5331
ENSG00000238188.1	603	603	603	603
ENSG00000228659.1	347	347	401	561
ENSG00000147256.12	2713	2710	2985	3047
ENSG00000241198.3	305	305	305	305
ENSG00000237650.2	943	943	943	943
ENSG00000276205.1	241	241	241	241
ENSG00000147255.19	3870	4424	5413	6601
ENSG00000185903.10	923	923	923	923
ENSG00000229082.2	856	856	856	856
ENSG00000287806.1	1074	1074	1074	1074
ENSG00000242610.2	886	886	886	886
ENSG00000234288.2	939	939	939	939
ENSG00000230973.1	616	616	616	616
ENSG00000228450.2	608	608	608	608
ENSG00000171054.9	927	927	927	927
ENSG00000237225.2	1118	1118	1118	1118
ENSG00000286060.1	2508	2508	2508	2508
ENSG00000232787.2	526	526	526	526
ENSG00000235730.2	939	939	939	939
ENSG00000227183.3	252	252	252	252
ENSG00000213468.7	2731	2303	5506	8418
ENSG00000241418.1	511	511	511	511
ENSG00000228089.1	430	430	430	430
ENSG00000235190.1	184	184	184	184
ENSG00000200587.1	111	111	111	111
ENSG00000134602.16	2493	3017	3251	3317
ENSG00000165694.11	2722	2864	3203	3327
ENSG00000228819.1	1262	1262	1262	1262
ENSG00000123728.10	3736	3896	3972	4118
ENSG00000232160.7	3066	3066	3771	5702
ENSG00000076770.16	4022	1575	12302	12844
ENSG00000206900.1	107	107	107	107
ENSG00000171004.19	3760	3808	4441	4735
ENSG00000235849.1	550	550	550	550
ENSG00000227064.1	297	297	297	297
ENSG00000134588.13	4583	4583	5525	5525
ENSG00000225949.1	1175	1175	1175	1175
ENSG00000207100.1	139	139	139	139
ENSG00000183434.10	1693	1693	1693	1693
ENSG00000202199.1	160	160	160	160
ENSG00000076716.9	4959	4959	4959	4959
ENSG00000206765.1	104	104	104	104
ENSG00000147257.16	2039	2120	2336	2359
ENSG00000227008.2	416	416	416	416
ENSG00000233260.1	888	888	888	888
ENSG00000286096.1	492	492	492	492
ENSG00000232068.1	644	644	644	644
ENSG00000200572.1	113	113	113	113
ENSG00000224908.1	251	251	251	251
ENSG00000283638.2	3863	3863	3863	3863
ENSG00000284499.1	75	75	75	75
ENSG00000284538.1	75	75	75	75
ENSG00000284107.1	96	96	96	96
ENSG00000284043.1	69	69	69	69
ENSG00000283931.1	71	71	71	71
ENSG00000284157.1	81	81	81	81
ENSG00000232664.2	869	869	869	869
ENSG00000203952.10	2112	2228	2319	2454
ENSG00000214961.2	1372	1372	1372	1372
ENSG00000156531.18	3954	4335	4759	11127
ENSG00000165704.15	1395	1395	1395	1395
ENSG00000226107.1	289	289	289	289
ENSG00000216001.3	78	78	78	78
ENSG00000199132.1	91	91	91	91
ENSG00000207755.3	100	100	100	100
ENSG00000207784.3	97	97	97	97
ENSG00000223749.11	972	960	1320	1960
ENSG00000208005.1	71	71	71	71
ENSG00000284231.1	98	98	98	98
ENSG00000227060.7	1567	1567	1567	1567
ENSG00000170965.10	1119	1119	1119	1119
ENSG00000235813.1	938	938	938	938
ENSG00000236509.2	476	476	476	476
ENSG00000237432.2	582	582	582	582
ENSG00000199920.1	141	141	141	141
ENSG00000156504.17	2474	2043	4377	4404
ENSG00000156500.16	1611	1556	2483	5886
ENSG00000280249.1	162	162	162	162
ENSG00000101928.13	1301	784	2348	2351
ENSG00000207081.1	107	107	107	107
ENSG00000236091.1	961	961	961	961
ENSG00000231929.2	595	595	595	595
ENSG00000184785.6	1483	1483	1483	1483
ENSG00000212747.5	2030	2030	2030	2030
ENSG00000134590.14	1192	1192	1192	1192
ENSG00000286964.1	2227	2227	2227	2227
ENSG00000203950.7	1204	1204	1204	1204
ENSG00000228372.8	915	915	915	915
ENSG00000234228.1	1462	1462	1462	1462
ENSG00000196972.9	2817	2817	2817	2817
ENSG00000224107.5	534	534	681	700
ENSG00000223809.1	250	250	250	250
ENSG00000232582.1	622	622	622	622
ENSG00000169551.13	1584	1584	1728	1728
ENSG00000236491.1	730	730	730	730
ENSG00000228922.1	597	597	597	597
ENSG00000269833.2	514	514	514	514
ENSG00000186376.15	4294	4294	5611	5611
ENSG00000238210.4	510	510	632	651
ENSG00000274024.1	1136	1136	1136	1136
ENSG00000283644.1	180	180	180	180
ENSG00000284994.1	448	448	448	448
ENSG00000173275.13	3042	3042	4034	5591
ENSG00000290806.1	405	405	405	405
ENSG00000229015.3	180	180	180	180
ENSG00000178947.9	5230	5230	5230	5230
ENSG00000201440.1	118	118	118	118
ENSG00000225769.1	5675	5675	5675	5675
ENSG00000273988.1	367	367	367	367
ENSG00000271158.1	1156	1156	1156	1156
ENSG00000225235.1	398	398	398	398
ENSG00000165359.16	3848	3848	3904	3905
ENSG00000237833.1	1432	1432	1432	1432
ENSG00000224539.1	3381	3381	3381	3381
ENSG00000277486.1	1635	1635	1635	1635
ENSG00000198022.6	2126	2126	2126	2126
ENSG00000274601.1	283	283	283	283
ENSG00000268940.6	955	955	1087	1139
ENSG00000233861.1	797	797	797	797
ENSG00000238200.1	797	797	797	797
ENSG00000269096.7	1022	1022	1076	1166
ENSG00000228836.9	1504	1161	2627	2644
ENSG00000278289.5	918	918	1066	1068
ENSG00000271449.8	1198	1198	1321	1321
ENSG00000273696.5	802	802	1026	1028
ENSG00000278085.5	890	890	1010	1012
ENSG00000270946.6	1069	1069	1368	1370
ENSG00000269586.8	819	869	1010	1112
ENSG00000181433.11	2949	2949	2952	3020
ENSG00000230162.1	1134	1134	1134	1134
ENSG00000169446.6	2967	2852	5145	5186
ENSG00000198689.13	4757	4733	4872	6126
ENSG00000219930.4	788	788	788	788
ENSG00000231513.3	514	514	514	514
ENSG00000239080.1	104	104	104	104
ENSG00000022267.19	2118	2310	2878	4501
ENSG00000129680.16	4398	4385	4446	6358
ENSG00000230079.1	1291	1291	1291	1291
ENSG00000156920.11	9574	9820	9933	10076
ENSG00000102239.5	2773	2773	2773	2773
ENSG00000102241.12	2856	2856	3019	3055
ENSG00000102243.13	1144	1144	1144	1144
ENSG00000216060.1	83	83	83	83
ENSG00000199424.1	111	111	111	111
ENSG00000252320.1	106	106	106	106
ENSG00000233093.8	1044	697	1771	1930
ENSG00000102245.9	1707	1753	1852	1852
ENSG00000129675.16	4801	4779	4860	5278
ENSG00000212510.1	107	107	107	107
ENSG00000271339.1	502	502	502	502
ENSG00000231164.1	717	717	717	717
ENSG00000225125.2	655	655	655	655
ENSG00000202279.1	98	98	98	98
ENSG00000232611.1	3018	3018	3018	3018
ENSG00000225400.1	651	651	651	651
ENSG00000147274.14	1864	2008	2148	3993
